Alimento ,PORCION,creditospor porcion,creditoscada100 grs., Color de los creditos(indica Calidad del alimento), 
abadejo, 1 filet grande (aprox. 150 gr), 1.5, 1, Verde,
aceite de canola, 1 cda. tamaño postre (aprox. 10 gr), 1.75, 17.5, Rojo,
aceite de girasol, 1 cda. tamaño postre (aprox. 10 gr), 2.25, 22.5, Rojo,
Aceite de Girasol uva y maíz ,1 Cda postre, 2.5, 25, Rojo,
aceite de girasol uva y maíz, 1 cda. tamaño postre (aprox. 10 gr), 2.5, 25, Rojo,
aceite de maní, 1 cda. tamaño postre (aprox. 10 gr), 2, 20, Rojo,
aceite de oliva , 1 cda. tamaño postre (aprox. 10 gr), 2, 20, Rojo,
Aceite de Oliva y Soja, 1 Cda postre, 2, 20, Rojo,
aceite de soja, 1 cda. tamaño postre (aprox. 10 gr), 2, 20, Rojo,
aceite de uva, 1 cda. tamaño postre (aprox. 10 gr), 2.25, 22.5, Rojo,
aceite mezcla ,1 cda. tamaño postre (aprox. 10 gr), 2.25, 22.5, Rojo,
Aceituna Negra, 1 unidad, 0.5 ,10, Amarillo
Aceituna verde, 1 unidad ,0.25 ,5 ,Amarillo
aceitunas negras, 1 unidad (aprox. 5 gr ), 0.5, 10, Amarillo
aceitunas verdes, 1 unidad (aprox. 5 gr ) ,0.25, 5, Amarillo
acelga, 1 taza de té en cocido (aprox. 200 gr), 0, 0, Verde
Aceto balsamico, 1 Cda postre, 0 ,0, Verde
aceto balsámico ,1 cda. tamaño postre (aprox. 10 gr), 0 ,0, Verde
achicoria, 1 plato de postre (aprox 50 gr), 0, 0, Verde
Actimel 0% grasa y colesterol ,1 potecito de 100 gr, 0.5, 0.5, Verde
Actimel común, 1 potecito de 100 gr ,2.5, 2.5, Verde
Activia, 1 pote de 200 gr, 3, 1.5, Verde
aderezo a base de hierbas light, 1 vaso (150 cm3) ,0.5, 0.25, Verde
aderezo light para ensalada, 1 cda. tamaño postre (aprox. 10 gr) ,0 ,0, Verde
Aderezo light para ensaladas, 1 Cda postre ,0, 0, Verde
agar agar ,1 cdta café ,0, 0, Verde
agua saborizada ,1 vaso (aprox. 250 cm3), 2.5, 1, Verde
agua saborizada 0%, 1 vaso (aprox. 250 cm3), 0, 0, Verde
agua saborizada baja en azúcar, 1 vaso (aprox. 250 cm3), 0.5, 0.25, Verde
agua tónica ,1 vaso (aprox. 250 cm3) ,2.5, 1, Verde
ají ,1 unidad chica (aprox. 100 gr) , 0, 0, Verde
ají morrón, 1 unidad chica (aprox. 50 gr) ,0, 0, Verde
ajo ,1 diente, 0 ,0, Verde
albóndiga de carne magra,  1 unidad (aprox. 80 gr), 2, 2.5, Verde
alcaucil ,1 unidad (aprox. 100 gr), 0, 0, Verde
alfajor chico El Rosario ,1 unidad de 35 gr ,2.5, 7.25, Amarillo
alfajor choco-arroz (marca Deli light), 1 unidad de 26 gr ,2, 7.75, Amarillo
alfajor de dulce de leche ,1 unidad, 5.5, 13.75, Amarillo
alfajor de dulce de leche blanco ,1 unidad (aprox. 50 grs.) ,5.5, 11, Amarillo
alfajor de dulce de leche c/ baño ,1 unidad (aprox 50 gr) ,5.75, 11.5, Amarillo
alfajor de dulce de leche c/ chocolate, 1 unidad (aprox 50 gr), 6.25, 12.5, Amarillo
Alfajor de Dulce de leche con chocolate ,1 unidad ,6 ,12.5, Amarillo
alfajor de maicena ,1 unidad (aprox. 50 grs.), 4.25, 8.5, Amarillo
alfajor light (Cormillot), 1 unidad (aprox. 42 gr) ,4.25 ,10, Amarillo
Alfajor light Cormillot ,1 unidad ,4 ,10, Amarillo
alfajor Ser ,1 unidad (aprox. 42 gr), 5.5, 13, Amarillo
alfajorcito relleno con maní y cacao bañado c/ chocolate,1 unidad (aprox. 30 grs.), 3.75, 12.5, Amarillo
alimentos a base de trigo y soja ,1 taza tamañe té cocido (aprox. 50 gr) ,2 ,4, Amarillo
all bran , 1 taza tamaño té (aprox. 30 gr) ,1.75, 5.75, Amarillo
all bran plus ,1 cucharada sopera, 0.5, 10, Amarillo
almendrado  (helado), 1 unidad (aprox. 100 gr) ,6.75, 9.75, Amarillo
almendrado c/ salsa de chocolate, 1 unidad (455 cal.) ,17 ,21.25, Rojo
almendras, 1 cda sopera = 10 undes. (aprox. 10 g), 1.5 ,15, Rojo
almidón de maíz (fécula), 1 cda. sopera (aprox. 10 gr), 0.75, 7.5, Amarillo
almohaditas de avena rellenas de, 1 taza (aprox. 30 gr), 4.5, 15, Rojo
amaranto ,1 cda. sopera  (aprox. 10 gr) ,1 ,10, Amarillo
amargo serrano light ,1 vaso ,0 ,0, Verde
ananá , 1 rodaja (aprox. 100 grs.) ,1, 1, Verde
ananá en almíbar , 1 rodaja (aprox. 50 grs.) ,1 ,2, Verde
ananá en almíbar light, 1 rodaja (aprox. 50 grs.), 0.5, 1, Verde
anchoa ,1 filete grande (aprox. 150 gr), 1.75, 1.25, Verde
anchoas al natural, 1 porción de 100 gr ,1, 1, Verde
anchoas en aceite, 1 lata chica (150 gr) (6 cr c/ 100 gr) ,9 ,6, Amarillo
apio ,1 penca, 0, 0, Verde
arándanos ,1 taza de té (aprox. 100 grs.), 0, 0, Verde
arenque , 1 filet grande (aprox. 150 gr), 3.75, 2.5, Verde
aros de cebolla ,1 porción (aprox. 90 gr), 8, 8.75 ,Amarillo
arroz blanco ,1 plato tamaño postre (aprox. 33 gr) ,4 ,12.25, Amarillo
arroz con leche ,1 taza de té (aprox. 150 grs.) ,7, 4.75, Amarillo
arroz con leche light , 1 pote ,2.5, 1.75, Verde
arroz integral ,1 plato tamaño postre (aprox. 33 gr) ,2.75, 8.25, Amarillo
bife (ojo de bife), 1 rodaja gruesa (aprox. 140 gr), 4, 2.75, Verde
bife ancho, 1 churrasco chico (aprox. 150 gr) ,14, 9.25, Amarillo
bife angosto, 1 churrasco chico (aprox. 150 gr) ,10.25 ,6.75, Amarillo
bife de hígado ,1 bife chico (aprox. 100 gr) ,2.75, 2.75 ,Verde
bife de lomo magro ,1 churrasco chico (aprox. 150 gr) ,3.25, 2.25, Verde
Bife magro de lomo o cuadril, 1 churrasco chico, 3 ,2, Verde
bizcochos de arroz (Gallo Snacks), 1 porcion (18 unidades), 2, 5, Amarillo
bizcochos de grasa, 1 unidad (aprox. 5 grs.), 1, 20, Rojo
bizcochos de grasa light, 1 unidad (aprox. 5 grs.) ,0.75 ,15, Rojo
bizcochos de salvado ,1 unidad (aprox 3.7 grs.) ,0.5 ,13.5 ,Amarillo
bizcochuelo ,1 porción medina (aprox.60 gr) ,4.75, 8, Amarillo
bizcochuelo bañado en chocolate ,1 paquete chico, 3.5, 10, Amarillo
bloquecito de dulce de leche light  (Vauquita),1 unidad de 25 gr, 3.5, 8, Amarillo
Bocadito Cormillot, 1 unidad, 1.5, 8.5, Amarillo
bocadito de higo con 1 mariposa de nuez , 1 unidad de 25 gr (74 Kcal), 1.5, 6, Amarillo
bocadito de oblea con dulce de leche cubierta con chocolate ,1 unidad ,2 ,10 ,Amarillo
bocadito helado bañado con chocolate ,1 unidad (aprox. 10 gr) ,1.25, 12.5, Amarillo
bocaditos light de harina de papa ,1 paquete chico (aprox. 21 gr) ,3 ,14.25, Amarillo
bombón de chocolate relleno pasta de maní y almendras (bon o bon),1 unidad , 2.25, 11.25, Amarillo
Bombon de dulce de leche ,1 unidad ,2 ,8.5, Amarillo
bombón de dulce de leche ,1 unidad (aprox. 20 gr) ,1.75, 8.75, Amarillo
bombón helado (palito) ,1 unidad (aprox. 70 gr) ,7.25, 10.25, Amarillo
bombón relleno ,1 unidad (aprox. 20 gr) ,3, 15, Rojo
bombón suizo ,1 unidad (aprox. 100 grs.) ,8, 8, Amarillo
bombón tipo marroc, 1 unidad (aprox. 15 gr), 2.25, 15, Rojo
brochettes de vegetales asados con trozos de pechuga de pollo, 2 unidades ,1.5, 1.5, Verde
brócoli ,1 plato tamaño postre (aprox. 50 grs.), 0, 0, Verde
brócoli congelado ,1 plato postre, 0 ,0, Verde
brotes de soja, 1 plato de postre (aprx.50 gr) ,0, 0, Verde
Brotola ,1 filet grande, 1.5, 1, Verde
budín de pan , 1 porción chica , 6 ,5, Amarillo
budín inglés light, 1 rodaja fina (aprox. 30 gr), 1.5, 5, Amarillo
budín sabor naranja ,1 rodaja, 2.5, 8.25, Amarillo
budín saborizado sin frutas, 1 rodaja de 1 cm de grosor (+o- 30 gr) ,3.5, 11.5, Amarillo
caballa, 1 filet grande (aprox. 150 gr) ,2.25, 1.5, Verde
caballa al natural ,1 lata chica (aprox. 120 gr), 3.25, 2.75 ,Verde
caballa en aceite ,1 lata chica (aprox. 120 gr), 5.5, 4.5, Amarillo
caballa en salsa de tomate ,1 lata chica (aprox. 120 gr) ,10, 8.25, Amarillo
cacao amargo, 1 cucharada de postre (aprox. 10 gr) ,0.75, 7.5, Amarillo
cacao común ,1 cucharada de postre (aprox. 10 gr) ,1 ,10, Amarillo
cacao reducido en caloría y valor ,1 cda. tamaño postre (aprox. 10 gr), 0.75 ,7.5, Amarillo
Calabaza ,1 taza de te en cocido ,1, 0.5, Verde
calabaza  ,1 taza de té en cocido (aprox. 150 gr) ,1 ,0.75, Verde
calamares, 1 taza tamaño té (aprox. 150 gr), 1.5 ,1, Verde
caldo común, 1 vaso (aprox. 200 gr) ,0.5 ,0.25, Verde
camarones, 1 taza tamaño té (aprox. 150 gr) ,1.5, 1 ,Verde
canelón de choclo, 1 unidad (aprox. 150 gr) ,2.75, 1.75, Verde
cangrejo de mar ,1 taza tamaño té (aprox. 150 gr), 1.5, 1, Verde
capuchino light ,1 taza tamaño te (aprox. 165 gr) ,0.75, 0.5, Verde
capuchino vainilla (en sobres) ,1 sobre de 12.5 gr ,1.5 ,12 ,Amarillo
Caramelo Acido, 1 unidad ,0.5 ,10, Amarillo
caramelo ácido ,1 unidad (aprox 5 gr) ,0.5, 10, Amarillo
caramelo blando c/ leche light ,1 unidad (aprox 8 gr) ,0.75 ,9.25, Amarillo
caramelo duros light o pastillas light ,1 unidad ,0, 0, Verde
Caramelo light, 1 unidad, 0 ,5.5, Amarillo
caramelo masticable ,1 unidad (aprox. 5 gr), 0.5, 10, Amarillo
Caramelo relleno de dulce de leche ,1 unidad ,1 ,10, Amarillo
caramelos de goma, 1 sobre chico, 1.75, 11.5, Amarillo
caramelos rellenos c/ dulce de leche ,1 unidad (aprox. 7 gr) ,1 ,14.25, Amarillo
carne a la vinagreta, 1 rodaja gruesa (180 grs.) ,7.5, 4.25, Amarillo
carne picada común ,1 tza tipo té en crudo (aprox. 150 g) ,10.75 ,7.25, Amarillo
carne picada especial ,1 tza tipo té en crudo (aprox. 150 g), 6.5 ,4.25, Amarillo
carne bola de lomo ,1 churrasco (aprox. 150 gr) ,4.5, 3, Verde
carne cuadrada, 1 churrasco (aprox. 150 gr) ,3.75, 2.5 ,Verde
carne entraña ,1 rodaja gruesa (aprox. 150 grs.) ,6.5 ,4.25, Amarillo
carne falda o matambre ,1 rodaja gruesa (aprox. 150 gr) ,11 ,7.25, Amarillo
carne lomo  ,1 bife chico (150 gr), 3 ,2, Verde
carne ojo de bife ,1 rodaja gruesa (aprox. 150 gr) ,4 ,2.5, Verde
carne peceto, 1 rodaja fina (aprox. 50 gr), 0.75, 1.5, Verde
carne vacío , 1 rodaja gruesa ,7.5 ,3.75 ,Amarillo
castañas de cajú ,1 cda. sopera ó 12 u. (aprox. 10 gr), 1.5 ,15, Rojo
cebada pelada ,1 cucharada sopera (aprox. 10 gr) ,0.75, 7.5 ,Amarillo
cebolla ,1 unidad chica, 0, 0, Verde
cerdo chuletas, 1 porción de 100 gr, 5, 5, Amarillo
cerdo costillas, 1 porción de 100 gr ,5.5, 5.5, Amarillo
cerdo lomo, 1 rodaja (aprox. 150 gr) ,2.25, 1.5, Verde
cerdo pechito, 1 trozo (aprox. 125 gr) ,10.25, 8.25, Amarillo
Cereal muesli ,1 taza de te ,3, 9.5 ,Amarillo
cereales muesli, 1 sombrerito de yogurt ,3 ,30, Rojo
cereza  ,1 taza tamaño té (aprox. 100 grs.) ,1.25, 1.25, Verde
cerveza fuerte ,1 lata (aprox. 350 cm3) ,3.75, 1 ,Verde
cerveza light ,1 lata ,2, 0.5 ,Verde
cerveza negra ,1 lata ,4.25, 1.25, Verde
cerveza rubia ,1 lata (aprox. 350 cm3) ,3.25, 1, Verde
cerveza sin alcohol, 1 lata (aprox. 350 cm3) ,1.5, 0.5, Verde
Champagne extra brut ,1 copa ,2.5 ,1 ,Verde
champaña demi sec ,1 copa (aprox. 150 cm3), 2.5, 1.75, Verde
champaña dulce ,1 copa (aprox. 150 cm3), 3.75, 2.5, Verde
champaña extra brut, 1 copa (aprox. 150 cm3), 2.5, 1.75, Verde
chauchas ,1 taza tam. té en cocido (aprox.150 gr) ,1 ,0.75 ,Verde
chauchas enlatadas ,1 plato postre (aprox. 200 gr) ,1 ,0.5 ,Verde
chicle ,1 unidad ,0.5 ,25, Rojo
Chicle light, 1 unidad, 0, 5, Amarillo
chicles light, 1 unidad, 0, 0, Verde
chinchulín , 1 rulito (aprox. 50 gr) ,1.75 ,3.5, Amarillo
chizitos / maicitos, 1 taza tamaño té (aprox. 20 gr) ,3.5, 17.5, Rojo
choclo ,1 unidad chica (aprox. 125 gr) ,2.5 ,2, Verde
choclo congelado ,1 plato postre, 3 ,2, Verde
choclo enlatado, 1 plato postre (aprox. 150 gr), 2.5, 1.75, Verde
chocolate ,1 barrita (14 grs.) ,3 ,15, Rojo
Chocolate  0% Azucar Cormillot, 1 unidad ,1, 18, Rojo
chocolate c/ leche 0% azúcar Cormillot, 1 unidad ,1 ,16, Rojo
chocolate común ,1 unidad de 100 gr ,16.5, 16.5, Rojo
Chocolate con Cereal Sin azucar ,1 unidad ,3.5 ,15 ,Amarillo
chocolate con cereal sin azúcar  ,1 unidad, 3.5, 17.5, Rojo
chocolate con leche ,1 unidad chica (aprox. 25 gr) ,4 ,16, Rojo
Chocolate con leche 0% Azucar Cormillot, 1 unidad, 1, 16, Amarillo
chocolate con leche relleno c/yogur cereza y arroz inflado,1 unidad (aprox. 20 gr) , 3 ,15, Rojo
chocolate de tetrapack listo para beber (Cindor),1 vaso, 2.5 ,1.25, Verde
chocolate dietético bajo en azúcar, 1 unidad de 100 gr, 16.5 ,16.5, Rojo
chocolate dietético promedio ,1 unida (aprox. 20 gr) ,3 ,15 ,Rojo
chocolate light ,1 unida (aprox. 20 gr), 3 ,15, Rojo
chocolate light casero (leche descrem.+ 1cda. postre cacao amargo y edulc.), 1 vaso ,1, 0.5, Verde
chocolate negro amargo ,1 tableta, 6 ,30 ,Rojo
chocolate sin azúcar (georgalos) ,1 porción de 25 gr ,3 a 4, 12 a 16, Rojo
chop suey ,1 cazuela (aprox. 250 gr) ,3 ,1.25, Verde
chorizo ,1 unidad (aprox. 100 gr), 11.75, 11.75, Amarillo
chorizo colorado, 1 unidad (aprox. 100 gr) ,12.25 ,12.25, Amarillo
chorizo de pollo ,1 unidad , 9 ,11.25, Amarillo
chorizo light, 1 unidad (aprox. 100 gr) ,3 ,3, Verde
chow mien de pollo , 1 cazuela (aprox. 250 gr), 5.5, 2.2, Verde
chuleta de cordero  ,1 unidad (aprox. 100 gr) ,5 ,5 ,Amarillo
cindor light ,1 unidad de 200 cm3 ,2, 1 ,Verde
ciruela ,1 unidad (aprox. 50 gr.) , 0.5, 1, Verde
ciruela deshidratada, 1 orejón (aprox. 10 gr), 0.75, 7.5 ,Amarillo
cítricas frutas ,1 unidad chica ,1 ,2, Verde
Clara de huevo, 1 unidad ,0.5 ,1, Verde
clara de huevo , 1 unidad (aprox 35 g), 0.25, 0.75, Verde
cocktail de camarones ,1 copa ,1.5 ,1.25 ,Verde
cocktails bebida promedio, 1 vaso largo (aprox. 150 cm3), 3, 2, Verde
Cocktails promedio ,1 vaso largo, 3, 2, Verde
cóctel light (frutas enlatada) ,1 compotera chica (aprox. 150 gr) ,1, 0.75, Verde
cogñac (bebida destilada), 1 medida (aprox. 50 cm3) ,3 ,6 ,Amarillo
coliflor, 1 taza de té en cocido (aprox. 100 gr), 0 ,0 ,Verde
compota de frutas c/ edulcorante (hecha c/ ciruela durazno damasco pera),  5 unidades de frutas ,3.75 ,1.5, Verde
compota de manzana c/ edulcorante ,1 taza (aprox. 150 gr) , 1.5, 1 ,Verde
conejo ,1 porción de aprox 150 gr ,3, 2 ,Verde
conejo de pascua ,1 unidad chica (aprox. 20 gr) ,3.5, 17.5, Rojo
confites de chocolate ,1 paquete chico (aprox. 33 gr) ,5 ,15.25, Rojo
confites de maní con chocolate, 1 paquete chico (aprox. 20 gr) ,3 ,15, Rojo
cono de vainilla ,1 unidad (aprox. 95 gr) ,8.5, 9, Amarillo
copos de avena ,1 taza de té (aprox. 30 gr) ,3.5 ,11.75, Amarillo
copos de cereal de avena s/ azúcar,  1 taza de té  ,2 ,7 ,Amarillo
Copos de maiz ,1 taza de té ,3.5 ,12, Amarillo
copos de maíz ,1 taza de té (aprox. 30 gr), 3.75, 12.5, Amarillo
copos de salvado de trigo c/ chocolates y fresas (italianos),1 taza de té (aprox. 30 gr) ,3 ,10, Amarillo
cordero, 1 rodaja gruesa ,4.5 ,3, Verde
corvina ,1 filete grande (aprox. 150 gr), 2 ,1.25, Verde
cous cous ,1 cucharada sopera (aprox. 10 gr), 1, 10 ,Amarillo
crema de leche ,1 cucharada postre (aprox. 10 g) ,2 ,20, Rojo
crema de leche al 40 % , 1 cucharada de postre (aprox. 10 gr) ,1.75, 17.5 ,Rojo
crema de leche light ,1 cucharada de postre ,1 ,10, Amarillo
crema light 0% ,1 cda sopera (aprox. 15 gr) ,0 ,0 ,Verde
crema no láctea light para café  ,1 cda. tamaño té (aprox. 2 gr), 0.25, 12.5, Amarillo
crema no láctea para café , 1 cda. tamaño té (aprox. 2 gr) ,0.5 ,25, Rojo
cuadraditos de avena ,1 taza de té (aprox. 30 gr) ,3, 10, Amarillo
cuadraditos de dulce de leche light, 1 unidad (aprox. 18 gr) ,1.25, 7 ,Amarillo
Cuadril ,1 rodaja gruesa ,4.5 ,3, Verde
cuadril magro ,1 rodaja gruesa (aprox.150 grs.) ,4.75, 3.25, Amarillo
Cubanito Cormillot ,1 unidad ,0.5 ,12 ,Amarillo
cubanito helado ,1 unidad (aprox. 40 gr) ,3, 7.5, Amarillo
cubanito light Cormillot ,1 unidad (aprox. 5 grs.), 0.5, 10, Amarillo
cuscús ,1 plato tam. postre (aprox. 33 gr) ,3 ,9, Amarillo
daiquiri ,1 vaso largo (aprox. 150 cm3) ,6.75, 4.5, Amarillo
damasco ,1 unidad (aprox. 25 gr), 0.25, 1 ,Verde
damasco deshidratado ,1 orejón (aprox. 10 gr), 0.75, 7.5, Amarillo
dorado ,1 filete grande (aprox. 150 gr) ,2, 1.25 ,Verde
dulce de batata, 1 cassette de música (50 gr) ,3.5, 7, Amarillo
dulce de batata light ,1 cassette de música (aprox.50 grs.) ,1.75 ,3.5 ,Amarillo
Dulce de Leche ,1 Cda postre, 1 ,10, Amarillo
dulce de leche (light), 1 cda. tamaño postre (aprox. 10 gr), 0.5 ,5 ,Amarillo
dulce de leche común, 1 cda. tam. postre (aprox. 10 gr) ,0.75, 7.5, Amarillo
Dulce de leche light, 1 Cda postre ,0.5 ,5 ,Amarillo
dulce de membrillo ,1 cassette de música (aprox.50 grs.), 4, 8 ,Amarillo
dulce de membrillo light ,1 cassette de música (aprox.50 grs.) ,2, 4, Amarillo
durazno (fruta fresca), 1 unidad (aprox. 100 gr) ,1 ,1, Verde
durazno en almíbar light, 2 mitades (aprox. 100), 0.5, 0.5, Verde
durazno fruta deshidratada ,1 orejon (aprox. 10 gr) ,0.75 ,0.75, Verde
echalote ,1 plato postre, 0, 0 ,Verde
empanada de carne al horno, 1 unidad (aprox 120 gr), 6 ,5 ,Amarillo
empanada de carne frita, 1 unidad , 6.25, 5.25, Amarillo
empanada de jamón y queso al horno ,1 unidad  ,4.5, 3.75, Amarillo
empanada de jamón y queso frita ,1 unidad  ,6, 4 ,Amarillo
empanada de pollo al horno, 1 unidad (aprox 120 gr), 5, 4.25, Amarillo
empanada de pollo frita ,1 unidad  ,5.5, 4.5 ,Amarillo
empanada de verdura al horno, 1 unidad , 1.75 ,1.5, Verde
empanada gallega completa ,1 unidad completa ,7.5 ,3.75, Amarillo
ensalada César (Mc Donald) ,1 porción, 3.5, 1.75, Verde
ensalada César c/ crispy (Mc Donald) , 1 porción (aprox. 300 gr) ,8 ,3 ,Verde
ensalada César con pollo (Mc Donald) ,1 porción ,5 ,2 ,Verde
ensalada de frutas  ,1 taza con líquido (aprox. 280 gr) ,1.5 ,0.5, Verde
ensalada de frutas (c/ edulcorante) ,1 vaso (aprox. 200 gr), 1.75, 0.75, Verde
ensalada de frutas Cormillot light ,1 pote, 1.5, 1 ,Verde
ensalada de frutas enlatada s/ azúcar ,1 compotera chica (aprox. 150 gr) ,1.25, 0.75 ,Verde
ensalada de frutas sin azúcar ,1 compotera (150 gr), 1.25, 0.75, Verde
ensalada de la huerta (Mc Donald) ,1 porción (aprox. 200 gr), 2 ,1 ,Verde
ensalada Gourmet (Mc Donald) ,1 porción (250 gr), 4, 1.5, Verde
ensalada jardinera , 1 porción de 100 gr ,1 ,1 ,Verde
ensalada jardinera congelada, 1 plato postre (aprox. 150 gr) ,2.5 ,1.75, Verde
ensalada jardinera enlatada ,1 plato tamaño postre (aprox. 150 gr) ,1.75 ,1.25, Verde
ensalada primavera congelada ,1 plato postre (aprox. 150 gr), 2, 1.25 ,Verde
ensalada rusa ,1 plato postre ,6.5, 8.25, Amarillo
ensalada Waldorf común ,1 porción (aprox 175 gr) ,8.75, 5, Amarillo
ensalada Waldorf light ,1 porción (aprox 180 gr) ,5.75, 3.25, Amarillo
escarola, 1 plato tamaño postre (aprox. 50 gr) ,0 ,0, Verde
espárrago, 1 unidad ,0 ,0 ,Verde
espinaca ,1 taza grande en cocido, 0, 0, Verde
extracto de carne ,1 cucharada de postre (aprox. 10 gr) ,0.5, 5, Amarillo
factura con crema pastelera ,1 unidad (aprox. 50 gr) ,5.25 ,10.5, Amarillo
factura con dulce de leche, 1 unidad (aprox 50 gr), 6.5, 13, Amarillo
Facturas con dulce de leche, 1 unidad, 6.5, 14, Amarillo
facturas con dulce de membrillo, 1 unidad (aprox. 50 gr) ,5, 10, Amarillo
fainá ,1 porción ,6 ,8.5, Amarillo
fécula de maíz ,1 cucharada sopera (aprox. 10 gr), 0.75, 7.5, Amarillo
fideos ,1 plato tamaño postre (aprox 33 gr) ,3.75 ,11.25, Amarillo
fideos de sémola con gluten  ,1 plato postre (aprox 33 gr), 2.5, 7.5, Amarillo
fideos dietéticos ,1 plato tamaño postre (aprox 33 gr) ,2.5 ,7.5 ,Amarillo
fideos frescos de verduras ,1 plato tamaño postre (aprox 33 gr), 2.5 ,7.5, Amarillo
fideos secos integrales ,1 plato de postre, 3 ,3 ,Verde
fideos spaguetti seco de espinaca, 1 plato de postre ,3.5, 3.5, Amarillo
flan casero ,1 compotera chica (aprox. 125 gr) ,7, 5.5 ,Amarillo
Flan en polvo producto terminado ,1 compotera chica ,4, 3, Verde
flan hecho de polvo, 1 compotera chica (aprox. 120 gr) ,4 ,3.25, Amarillo
Flan Light ,1 unidad ,3 ,2.5, Verde
flan light Cormillot, 1 compotera chica (100 gr) ,0.75, 0.75, Verde
Flan light en polvo ,1 compotera chica ,2.5 ,2 ,Verde
flan light hecho de polvo  ,1 compotera chica (aprox. 120 gr) ,2.5, 2, Verde
flan light sabor vainilla  ,1 pote (aprox. 120 gr) ,3.25 ,2.75 ,Verde
frambuesa ,1 taza tamaño té (aprox. 100 grs.) ,1 ,1, Verde
